,index,y_test,y_pred,y_proba_0,y_proba_1
0,277116,0,0,0.9998782596211394,0.00012174037886044514
1,220504,0,0,0.9999931374135123,6.862586487867292e-06
2,86094,0,0,0.9999626318519806,3.7368148019217006e-05
3,42049,0,0,0.999954980405802,4.501959419797751e-05
4,186150,0,0,0.9999416488754445,5.835112455552375e-05
5,101690,0,0,0.9999248570516173,7.51429483827e-05
6,64142,0,0,0.9999362468955413,6.375310445867412e-05
7,18348,0,0,0.9999381599657362,6.184003426379019e-05
8,151917,0,0,0.9999710921123398,2.8907887660044426e-05
9,86051,0,0,0.9992583026524988,0.0007416973475009576
10,134758,0,0,0.9991617407617207,0.0008382592382792599
11,174566,0,0,0.9999938375003906,6.162499609454763e-06
12,180839,0,0,0.9999751715863952,2.4828413604927807e-05
13,262451,0,0,0.999889395772207,0.00011060422779274426
14,111865,0,0,0.999922961795574,7.703820442597093e-05
15,56625,0,0,0.9999873469530659,1.2653046933860135e-05
16,26186,0,0,0.9994639203333933,0.0005360796666066676
17,138099,0,0,0.9999700212792234,2.9978720776496332e-05
18,253536,0,0,0.9999783423075437,2.1657692456358607e-05
19,219495,0,0,0.9999671717486983,3.2828251301709766e-05
20,165535,0,0,0.9999902861559579,9.713844042140223e-06
21,149113,0,0,0.999877321578293,0.00012267842170695894
22,72382,0,0,0.9997444734847809,0.00025552651521923013
23,130951,0,0,0.9999784639241193,2.153607588072287e-05
24,10747,0,0,0.9999640578456076,3.5942154392202964e-05
25,131294,0,0,0.9999137371250307,8.626287496913697e-05
26,211472,0,0,0.9996953822968027,0.00030461770319709455
27,269554,0,0,0.9999967877205613,3.212279438673385e-06
28,151518,0,0,0.9999526057895158,4.739421048404106e-05
29,63250,0,0,0.9999146842201517,8.531577984810354e-05
30,27273,0,0,0.9999594692809997,4.053071900030795e-05
31,267134,0,0,0.9999865297927731,1.347020722694128e-05
32,210339,0,0,0.9864993023354549,0.01350069766454502
33,135065,0,0,0.9999814129240191,1.8587075980835556e-05
34,47050,0,0,0.9999896852289651,1.0314771034898947e-05
35,143942,0,0,0.9999932474077557,6.752592244174683e-06
36,267290,0,0,0.9999835412011862,1.645879881374388e-05
37,90737,0,0,0.9999831340845721,1.6865915428042223e-05
38,117025,0,0,0.999951598374686,4.8401625314145136e-05
39,91178,0,0,0.999727425288937,0.00027257471106257827
40,133757,0,0,0.9999356980254537,6.430197454620173e-05
41,241989,0,0,0.9998967748390111,0.0001032251609885987
42,271932,0,0,0.9999341666177797,6.583338222019087e-05
43,105269,0,0,0.9999778243154864,2.2175684513520705e-05
44,62212,0,0,0.9999534655351883,4.653446481162448e-05
45,168822,0,0,0.9999901793378256,9.820662174321407e-06
46,20556,0,0,0.9999841588619617,1.584113803832109e-05
47,236145,0,0,0.999899720239575,0.00010027976042506828
48,188266,0,0,0.9998045967645023,0.0001954032354974509
49,240875,0,0,0.999888514093609,0.00011148590639089399
50,109398,0,0,0.999948372218694,5.162778130597713e-05
51,209372,0,0,0.9999788651991701,2.1134800829827414e-05
52,278310,0,0,0.9999434459278834,5.65540721163992e-05
53,172193,0,0,0.9999693511191542,3.0648880845798775e-05
54,135715,0,0,0.9999652790362324,3.4720963767409716e-05
