,index,y_test,y_pred,y_proba_0,y_proba_1
0,277116,0,0,0.9997258452348108,0.00027415476518910536
1,220504,0,0,0.9999452795738298,5.47204261701454e-05
2,86094,0,0,0.9998635200469269,0.00013647995307301716
3,42049,0,0,0.9998288184513576,0.00017118154864233657
4,186150,0,0,0.9998152951201973,0.00018470487980268703
5,101690,0,0,0.9942238361232337,0.005776163876766292
6,64142,0,0,0.999892742442016,0.00010725755798402008
7,18348,0,0,0.9998896038540915,0.00011039614590854854
8,151917,0,0,0.9997270553921536,0.0002729446078464364
9,86051,0,0,0.9876755638812758,0.01232443611872423
10,134758,0,0,0.9858890952070454,0.014110904792954675
11,174566,0,0,0.9998838658327419,0.0001161341672582125
12,180839,0,0,0.9998717516636993,0.000128248336300812
13,262451,0,0,0.9983394378879749,0.0016605621120254798
14,111865,0,0,0.9999489702634635,5.102973653648884e-05
15,56625,0,0,0.9997936024686251,0.00020639753137516512
16,26186,0,0,0.9983756391248019,0.0016243608751979276
17,138099,0,0,0.9997178592728918,0.0002821407271080599
18,253536,0,0,0.9993018396811999,0.0006981603188000158
19,219495,0,0,0.999244394060714,0.0007556059392862758
20,165535,0,0,0.9996685598084121,0.00033144019158817226
21,149113,0,0,0.9997813448995977,0.00021865510040223877
22,72382,0,0,0.9992179667532274,0.0007820332467724308
23,130951,0,0,0.9999190819016128,8.091809838713999e-05
24,10747,0,0,0.998916355469166,0.0010836445308336864
25,131294,0,0,0.9996167000005083,0.00038329999949168606
26,211472,0,0,0.998995857088793,0.001004142911206935
27,269554,0,0,0.9998614065655889,0.00013859343441146387
28,151518,0,0,0.9928167905840016,0.007183209415998502
29,63250,0,0,0.9996871265986585,0.0003128734013415581
30,27273,0,0,0.9999489907710961,5.100922890392454e-05
31,267134,0,0,0.9996990743798579,0.0003009256201418775
32,210339,0,0,0.989769000616818,0.010230999383182074
33,135065,0,0,0.9999486897319604,5.131026803979761e-05
34,47050,0,0,0.9997968498006594,0.00020315019934082564
35,143942,0,0,0.9956958976605939,0.004304102339406252
36,267290,0,0,0.9999324300268744,6.756997312574913e-05
37,90737,0,0,0.9998949633930344,0.00010503660696554833
38,117025,0,0,0.9998272908074397,0.00017270919256036363
39,91178,0,0,0.9993512689505759,0.0006487310494240995
40,133757,0,0,0.9873216510696865,0.012678348930313468
41,241989,0,0,0.9998531075085417,0.000146892491458418
42,271932,0,0,0.999870706738367,0.0001292932616330301
43,105269,0,0,0.9998519801740053,0.0001480198259947313
44,62212,0,0,0.9998505043849059,0.00014949561509411294
45,168822,0,0,0.9999546419643396,4.535803566039385e-05
46,20556,0,0,0.9997522871986263,0.0002477128013737103
47,236145,0,0,0.9957988535809785,0.004201146419021481
48,188266,0,0,0.994692225937733,0.005307774062267237
49,240875,0,0,0.9995918288649517,0.0004081711350485076
50,109398,0,0,0.9999676942722631,3.230572773692506e-05
51,209372,0,0,0.9999625225413992,3.747745860080426e-05
52,278310,0,0,0.9981883982004162,0.001811601799583642
53,172193,0,0,0.9999802260661822,1.9773933817847767e-05
54,135715,0,0,0.9995831951388828,0.00041680486111710975
55,79598,0,0,0.9968608883018442,0.0031391116981557892
56,124316,0,0,0.9941066188166193,0.0058933811833806575
57,49048,0,0,0.9995404855043492,0.00045951449565073807
58,140603,0,0,0.9996988217225682,0.0003011782774316845
59,153283,0,0,0.9997183867596459,0.00028161324035375583
60,210364,0,0,0.999795504485126,0.0002044955148742601
61,12973,0,0,0.9972577037483146,0.0027422962516854567
62,61862,0,0,0.9942019773856481,0.005798022614352314
63,84470,0,0,0.9998795152204102,0.00012048477958980083
64,118552,0,0,0.9999455729147515,5.442708524833741e-05
65,208182,0,0,0.9953025965301346,0.00469740346986547
66,38462,0,0,0.999974845232888,2.515476711184167e-05
67,22780,0,0,0.9999736636834525,2.6336316547373424e-05
68,122642,0,0,0.9996975302951258,0.0003024697048741537
69,266758,0,0,0.9997891340690929,0.00021086593090720117
70,195380,0,0,0.9999853232761986,1.46767238014713e-05
71,72177,0,0,0.9998806908865607,0.00011930911343930842
72,141740,0,0,0.9995299091316835,0.0004700908683165019
73,274623,0,0,0.9987567779685317,0.0012432220314681382
74,209335,0,0,0.999878824787529,0.00012117521247111026
75,121241,0,0,0.9951538231152075,0.004846176884792103
76,19093,0,0,0.999890086068826,0.00010991393117387317
77,91444,0,0,0.9993685663295725,0.0006314336704275774
78,181744,0,0,0.9999546956887597,4.530431124045684e-05
79,91581,0,0,0.9999043773132414,9.562268675847946e-05
80,73623,0,0,0.9997694394912802,0.0002305605087197861
81,223021,0,0,0.9936011945706211,0.006398805429379106
82,281224,0,0,0.9989687501362674,0.0010312498637326168
83,247636,0,0,0.9912906284854566,0.008709371514543455
84,30556,0,0,0.9995575846263003,0.00044241537369986753
85,208596,0,0,0.9945775385101585,0.0054224614898415015
86,110276,0,0,0.9977585222306619,0.0022414777693381947
87,120091,0,0,0.9999134596850832,8.654031491693531e-05
88,138888,0,0,0.9998906031916008,0.00010939680839921471
89,96028,0,0,0.9982392269866845,0.0017607730133151213
90,222325,0,0,0.9992430849022098,0.0007569150977904452
91,116746,0,0,0.9977447568458021,0.002255243154197638
92,12540,0,0,0.9928318329216413,0.007168167078358937
93,55332,0,0,0.9997758124126471,0.00022418758735280754
94,215814,0,0,0.9998863744405861,0.0001136255594137544
95,200594,0,0,0.9997477021730005,0.0002522978269995568
96,277124,0,0,0.9999049016033753,9.509839662466164e-05
97,79563,0,0,0.998495290815303,0.0015047091846970098
98,135795,0,0,0.999333705522048,0.0006662944779517815
99,169070,0,0,0.9990575420574425,0.0009424579425573432
100,65186,0,0,0.9996853833085266,0.0003146166914735724
101,245581,0,0,0.9999566038538309,4.339614616920649e-05
102,20110,0,0,0.9999319538877499,6.804611225012566e-05
103,125777,0,0,0.9997845402644745,0.00021545973552546558
104,266502,0,0,0.9997749270198847,0.0002250729801154757
105,243615,0,0,0.9994999580743908,0.0005000419256090291
106,65091,0,0,0.999903015618584,9.69843814160913e-05
107,20327,0,0,0.9994941573022212,0.0005058426977788134
108,246503,0,0,0.9999037094346359,9.629056536428538e-05
109,30600,0,0,0.9992502508287319,0.0007497491712680544
110,231262,0,0,0.9999921362460601,7.863753940009207e-06
111,35769,0,0,0.9997842979199482,0.00021570208005182063
112,29090,0,0,0.9998721494218935,0.00012785057810644844
113,170739,0,0,0.9988733646990319,0.0011266353009679287
114,199449,0,0,0.9999356850824133,6.431491758668863e-05
115,154633,1,0,0.9604671307454704,0.03953286925453014
116,118166,0,0,0.9994407556902773,0.0005592443097225689
117,107555,0,0,0.999979935538226,2.006446177400697e-05
118,179848,0,0,0.9964225639525172,0.003577436047482731
119,262519,0,0,0.999981598602955,1.8401397044965637e-05
120,124506,0,0,0.9998579266248907,0.0001420733751093948
121,251341,0,0,0.9998554729423837,0.00014452705761614727
122,46649,0,0,0.999895862045621,0.00010413795437894386
123,19952,0,0,0.9999144035911722,8.55964088277593e-05
124,96250,0,0,0.9998027082844371,0.00019729171556290187
125,143077,0,0,0.9930779422380883,0.006922057761911614
126,86772,0,0,0.9994719447407175,0.0005280552592824529
127,174884,0,0,0.9998686346780599,0.00013136532194037552
128,102152,0,0,0.9997254376986175,0.0002745623013826497
129,2202,0,0,0.9990184126944164,0.0009815873055838724
130,56259,0,0,0.9942187452399126,0.0057812547600874335
131,155862,0,0,0.9998679068991262,0.00013209310087362544
132,193858,0,0,0.99983876255021,0.00016123744978984852
133,68489,0,0,0.9999547082243617,4.529177563846114e-05
134,98931,0,0,0.9999423933925203,5.760660747961279e-05
135,42478,0,0,0.9999084987417552,9.1501258244763e-05
136,51358,0,0,0.9999332854966496,6.671450335050755e-05
137,193308,0,0,0.9998541863300372,0.00014581366996291488
138,161142,0,0,0.9997715705335338,0.0002284294664661892
139,172104,0,0,0.9997533525921629,0.0002466474078368866
140,231025,0,0,0.9873393221699716,0.012660677830028309
141,241641,0,0,0.9999798170097717,2.0182990228362836e-05
142,187311,0,0,0.999006450205762,0.0009935497942382197
143,1902,0,0,0.9980670204097329,0.0019329795902671887
144,37995,0,0,0.9998323793082965,0.00016762069170360124
145,278583,0,0,0.9959781612806434,0.004021838719356425
146,212122,0,0,0.999694768691359,0.00030523130864111933
147,145423,0,0,0.9993413503346548,0.0006586496653451207
148,58890,0,0,0.9997865644838558,0.0002134355161441795
149,100716,0,0,0.9982102298999973,0.0017897701000027313
150,215792,0,0,0.9999047571666071,9.524283339273043e-05
151,115984,0,0,0.9999423803588434,5.761964115685819e-05
152,202030,0,0,0.9995352314244615,0.0004647685755384651
153,169518,0,0,0.9926598624166897,0.007340137583310226
154,171624,0,0,0.9999568891951981,4.311080480186292e-05
155,126524,0,0,0.9999370793342556,6.29206657444105e-05
156,70916,0,0,0.9999400180374114,5.998196258855217e-05
157,81812,0,0,0.9993745057698612,0.0006254942301385705
158,92808,0,0,0.9988964631839348,0.0011035368160651668
159,79582,0,0,0.999773070847677,0.00022692915232304698
160,40788,0,0,0.9997637364646137,0.00023626353538636687
161,237584,0,0,0.9985740045613594,0.001425995438640599
162,124682,0,0,0.9989999766765688,0.0010000233234313837
163,2021,0,0,0.9996772889896434,0.0003227110103567456
164,151984,0,0,0.988312270915338,0.011687729084662327
165,224660,0,0,0.9997987898141752,0.00020121018582468564
166,52243,0,0,0.9997253917737742,0.0002746082262258869
167,153835,1,0,0.9522206307275201,0.047779369272480346
168,134934,0,0,0.9999195087290248,8.049127097505346e-05
169,274261,0,0,0.9997736066160252,0.00022639338397483714
170,88371,0,0,0.9999414197111173,5.858028888259146e-05
171,198145,0,0,0.9997263680866465,0.00027363191335360817
172,41762,0,0,0.9998682072377842,0.0001317927622158434
173,127883,0,0,0.9999208590394566,7.914096054329015e-05
174,3342,0,0,0.9995722078912592,0.00042779210874099806
175,107186,0,0,0.9988607271792427,0.0011392728207572803
176,155473,0,0,0.9997918775297986,0.00020812247020138917
177,263210,0,0,0.9997652978699917,0.0002347021300082814
178,201445,0,0,0.9980898347908752,0.0019101652091246635
179,235631,0,0,0.9995823417094204,0.0004176582905797345
180,16639,0,0,0.9996773925544367,0.0003226074455632332
181,149298,0,0,0.9994147390516182,0.0005852609483822422
182,41974,0,0,0.9995242325236393,0.0004757674763610125
183,173613,0,0,0.993323356511008,0.006676643488992145
