,index,y_test,y_pred,y_proba_0,y_proba_1
0,277116,0,0,1.0,0.0
1,220504,0,0,1.0,0.0
2,86094,0,0,1.0,0.0
3,42049,0,0,1.0,0.0
4,186150,0,0,1.0,0.0
5,101690,0,0,1.0,0.0
6,64142,0,0,1.0,0.0
7,18348,0,0,1.0,0.0
8,151917,0,0,1.0,0.0
9,86051,0,0,1.0,0.0
10,134758,0,0,1.0,0.0
11,174566,0,0,1.0,0.0
12,180839,0,0,1.0,0.0
13,262451,0,0,1.0,0.0
14,111865,0,0,1.0,0.0
15,56625,0,0,1.0,0.0
16,26186,0,0,1.0,0.0
17,138099,0,0,1.0,0.0
18,253536,0,0,1.0,0.0
19,219495,0,0,1.0,0.0
20,165535,0,0,1.0,0.0
21,149113,0,0,1.0,0.0
22,72382,0,0,1.0,0.0
23,130951,0,0,1.0,0.0
24,10747,0,0,1.0,0.0
25,131294,0,0,1.0,0.0
26,211472,0,0,1.0,0.0
27,269554,0,0,1.0,0.0
28,151518,0,0,1.0,0.0
29,63250,0,0,1.0,0.0
30,27273,0,0,1.0,0.0
31,267134,0,0,1.0,0.0
32,210339,0,0,1.0,0.0
33,135065,0,0,1.0,0.0
34,47050,0,0,1.0,0.0
35,143942,0,0,1.0,0.0
36,267290,0,0,1.0,0.0
37,90737,0,0,1.0,0.0
38,117025,0,0,1.0,0.0
39,91178,0,0,1.0,0.0
40,133757,0,0,1.0,0.0
41,241989,0,0,1.0,0.0
42,271932,0,0,1.0,0.0
43,105269,0,0,1.0,0.0
44,62212,0,0,1.0,0.0
45,168822,0,0,1.0,0.0
46,20556,0,0,1.0,0.0
47,236145,0,0,1.0,0.0
48,188266,0,0,1.0,0.0
49,240875,0,0,1.0,0.0
50,109398,0,0,1.0,0.0
51,209372,0,0,1.0,0.0
52,278310,0,0,1.0,0.0
53,172193,0,0,1.0,0.0
54,135715,0,0,1.0,0.0
55,79598,0,0,1.0,0.0
56,124316,0,0,1.0,0.0
57,49048,0,0,1.0,0.0
58,140603,0,0,1.0,0.0
59,153283,0,0,1.0,0.0
60,210364,0,0,1.0,0.0
61,12973,0,0,1.0,0.0
62,61862,0,0,1.0,0.0
63,84470,0,0,1.0,0.0
64,118552,0,0,1.0,0.0
65,208182,0,0,1.0,0.0
66,38462,0,0,1.0,0.0
67,22780,0,0,1.0,0.0
68,122642,0,0,1.0,0.0
69,266758,0,0,1.0,0.0
70,195380,0,0,1.0,0.0
71,72177,0,0,1.0,0.0
72,141740,0,0,1.0,0.0
73,274623,0,0,1.0,0.0
74,209335,0,0,1.0,0.0
75,121241,0,0,1.0,0.0
76,19093,0,0,1.0,0.0
77,91444,0,0,1.0,0.0
78,181744,0,0,1.0,0.0
79,91581,0,0,1.0,0.0
80,73623,0,0,1.0,0.0
81,223021,0,0,1.0,0.0
82,281224,0,0,1.0,0.0
83,247636,0,0,1.0,0.0
84,30556,0,0,1.0,0.0
85,208596,0,0,1.0,0.0
86,110276,0,0,1.0,0.0
87,120091,0,0,1.0,0.0
88,138888,0,0,1.0,0.0
89,96028,0,0,1.0,0.0
90,222325,0,0,1.0,0.0
91,116746,0,0,1.0,0.0
92,12540,0,0,1.0,0.0
93,55332,0,0,1.0,0.0
